fine_label	utterance
UNK:UNK	Monsanto Email Re: Question/Info Donna Farmer admits that Monsanto is working behind the scenes to alter a government website’s info on glyphosate. “ [h]ow about the CAL EPA site that claims glyphosate causes tumors - yes a government site - we are working behind the scenes to get that changed!” 100 Bates Title Description MONGLY00891764 MONGLY00891766 MONGLY00891769 9/10/2001
UNK:UNK	Monsanto Email Re: Mutagenicity Issue in Finland MONGLY00891764 MONGLY00891766 MONGLY00891769 This series of documents contains email exchanges between various Monsanto employees re “mutagenicity issue in Finland” w herein Dr. Farmer states: “Mark was not —managing that well and that almost landed us with Parry calling glyphosate genotoxic..” — NOTE: MONGLY00891769 was previously released with less r edactions MONGLY00905589 1/3/2002
UNK:UNK	Email Detailing Mark Martens’ Contributions: Developed Data to Gain EU Sup port Reporting Roundup Genotoxicity “Due to Secondary Consequences Unrelated to Glyphosate…” This document contains an email from Monsanto research scientist Stephen G. Rogers to colleagues regarding the nomination of Dr. Mark Martens to the Monsanto Fello w’s Program. The email lists among Dr. Martens’ most important contributions: “Developed the data to gain key EU scientific support that the reported genotoxicity of Roundup herbicide was due to secondary consequences unrelated to glyphosate, thereby preve nting adverse effect on Roundup business.” MONGLY00891509 5/16/2002
UNK:UNK	Monsanto Email Re: Conflicts of Interest at IARC (WHO) This document contains email correspondence between Monsanto employees D onna Farmer, Abby Li, Daniel Goldstein, John Acquavella, William Heydens and Janice Armstrong regarding Conflicts of Interest at IARC (WHO) 101 Bates Title Description MONGLY06414231 9/23/2002
UNK:UNK	Internal Email Shows Richard Garnett’s (Monsanto EU) Long History Dealing with Issues Involving Roundup This document contains an email correspondence that confirms Richard Garnett was assigned the task of “coordinator and filter for glyphosate issues in Europe...” Among Garnett’s listed responsibilities – assemble a team to “kill” issues related to glyphosate that popped up in the scientific literature. This job was created in response to the Sea Urchin study which showed that the Roundup ingredients acted synergistically to affect cell cycle regulation. Marc, et al. Pesticide Roundup pr ovokes cell division dysfunction at the level of CDK1/cyclin B activation, Chem Res Toxicol. 2002 Mar;15(3):326- 31. MONGLY02936295 4/26/2006
UNK:UNK	Donna Farmer: Christophe Gustin and Richard Garnett “ are working behind the scenes with the UK government with the FFES study” Donna Farmer admits that Christophe Gustine and Richard Garnett have been working behind the scenes with the UK government on glyphosate issues (FFES study). MONGLY01870235 - MONGLY01870247 Date Unknown
UNK:UNK	Custodial File for Dr. Mark Martens, Former Monsanto Toxicology Director EU/Africa This document is the custodial file for Dr. Mark Martens, Monsanto’s Toxicology Director, Europe/Africa from 1994 to approximately 2004. The document describes Martens’ job duties as “gathering (i. e. literature search, Monsanto studies, and commissioning of toxicology studies in contract laboratories), selection and interpretation of health effects data within the European regulatory context … positioning of cancer classification issues of herbicide s ... and registration defense of Monsanto's pesticides in EU member states...” 102 Bates Title Description MONGLY06449761 7/11/2008
UNK:UNK	Richard Garnett Put in Charge of ‘Protecting Tallow Amine Formulations’ in Europe This document contains email correspondence wherein Richard Garnett is described as being put in charge of protecting “tallow amine formulations” in Europe and to counter allegations of “synergistic effects of tallow amine with glyphosate.” Garnett was als o key to managing issues with the toxicity of surfactants that have regularly arisen in Europe, but not the United States. Monsanto uses tallow amine as a surfactant in both Europe and the U.S., but Europe has been more vigilant in regulating this toxic chemical which is being banned later this year. MONGLY01182274 11/17/2008
UNK:UNK	Monsanto Email: Internal discussion re how to leverage epi data with EPA Internal discussion re how to leverage epi data with EPA MONGLY00582206 MONGLY00582233 2/16/2009
UNK:UNK	PowerPoint presentation by David Saltmiras titled “glyphosate product overview, toxicology, regulatory submissions and product support” AND Excel Spreadsheet Identifying Exposure Metrics MONGLY00582206 contains a PowerPoint presentation by David Saltmiras titled “glyphosate product overview, toxicology, regulatory submissions and product support wherein Dr. Saltmiras identifies Monsanto’s freedom to operate goals. The attachment (MONGLY00582233) is a native excel spreadsheet identifying exposure metrics. 103 Bates Title Description MONGLY01061857 2/18/2009 – 2/22/2009
UNK:UNK	Email Confirms Monsanto’s Efforts to Overcome Regulatory Hurdles Using Political Influence This document contains email correspondence between various Monsanto personnel wherein Richard Garnett states the following with respect to gaining favorable r egulatory assessment using in -vitro data: “Cannot win the battle on science alone (40% science : 60% politics) - need an experimental front, supported by a critical review of the literature, and a communication campaign to promote the message. Goal: ‘the r egulatory authority must have no doubts’”. at *1. MONGLY01275932 4/3/2009
UNK:UNK	EPA Review: Alkyl Amine Polyalkoxylates (JITF CST 4 Inert Ingredients). Human Health Risk Assessment to Support Proposed Exemption from the Requirement of a Tolerance When Used as Inert Ingredients in Pesticide Formulations. EPA Inert Ingredients Review MONGLY02162507 1/15/2010 – 1/16/2010
UNK:UNK	Email Correspondence Further Confirming Monsanto’s Close Ties with Former EPA Official, Jess Rowland This document is an email correspondence between Dr. Donna Farmer and Steven Levine discussing the EPA Endocrine Disruption Program. Mr. Levine remarks that “They have made Gary Timm from OSCP [Office of Science Coordination and Policy] the head of the program at EPA NOT Jess Roland from OPP. This is not a good development and dramatical ly cuts our chance our chance for success.” at *1. MONGLY03498538 5/6/2010
UNK:UNK	Australian Pesticides and Veterinary Medicines Authority – Results of AcQA Sampling and Testing for Glyphosate Results of AGQA sampling and testing of glyphos ate indicate ‘results are non -compliant for the levels of the toxicologically significant impurity NNG as a relative level.’ 104 Bates Title Description MONGLY02181747 7/19/2010
UNK:UNK	David Saltmiras discussing his meeting with Roland Solecki of BfR David Saltmiras discussing his meeting with Roland Solecki of BfR MONGLY02199469 2/28/2011
UNK:UNK	Monsanto Email: Steven Levine and Others from CLA and ACC “Mostly Drafted a WoE Paper” and Monsanto Has “History of Working with” New EPA Science Advisor Internal correspondence wherein Steven Levine says: “A group of authors from CLA and ACC, that I am part of, have mostly drafted a WoE paper and are worki ng behind the scenes to try and get EPA to the table to work with stakeholders on developing a consensus WoE approach. We have been working on this for a number of years without any luck but things may change with a new science advisor brought on at the Agency that we have a history of working with.” MONGLY01228708 MONGLY01228709- MONGLY01228723 9/8/2011
UNK:UNK	Monsanto Email Re: Roundup Branding (Heydens, Farmer and Others) AND Initial Evaluation of EPA Category C/Suggestive Carcinogens According to Proposed Cancer Criteria Email correspondence between Bill Heydens, Donna Farmer and others re: Roundup branding. Includes attach ment Initial Evaluation of EPA Category C/Suggestive Carcinogens According to Proposed Cancer Criteria 105 Bates Title Description MONGLY02994271 7/10/2012
UNK:UNK	CLA Registration Committee Meeting CropLife America (CLA) Registration Committee Meeting MONGLY04156659 MONGLY04156664 8/15/2012
UNK:UNK	Monsanto Email: Crop Life America “Changed EPA’s View” on Glyphos ate Residue Data AND EPA Memo Re: Regulatory Implications Related to Recent Assessment by HED on Adjuvants MONGLY04156659 is an internal correspondence wherein it is stated that Monsanto has been successful in changing the EPA’s mind re residue level data through industry groups. MONGLY04156664 is an EPA Memo, Subject: Regulatory Implications Related to Recent Assessment by HED on Adjuvants 106 Bates Title Description MONGLY03293245 2/11/2013 - 3/10/2016
UNK:UNK	Text Messages Detailing Monsanto’s Collusion with EPA This document contains text -message correspondence between Mr. Daniel Jenkins, various Monsanto employees, and various EPA officials regarding regulatory aspects of glyphosate. In reference to the Un ited States Department of Agriculture, Mr. Jenkins comments: “might want to tell them we’re going to need their support for glyphosate...We’re in for a tough ride[.]” at *2. Mr. Jenkins also comments: “Jess is doing a nice job at EPA[.]” at *1. Jennifer Li stello asks: “Is there anyone we can get to in EPA?” at *3. With regard to IARC, Mr. Jenkins comments: “Got john to agree to talk about how we might work together on changing IARC communication[.]” at *4- 5. Mr. Jenkins asks Ms. Mary Manibusan (formerly EPA and co- chair with Jess Rowland on CARC publication): “do you know folks at ATSDR in HHS?” Ms. Manibusan responds: “Yes. Where specifically…on Tox profiles?” After Mr. Jenkins confirms, Ms. Manibusan responds: “I know lots of people. You can count o[n] me.” Mr. Jenkins informs her that: “we’re trying to do everything we can to keep from having a domestic IARC occur w this group. may need your help... I'll share some info, you tell me what you think we might be able to do, who you may know, etc ok?” to which Ms. Manibusan agrees. at *5. Mr. Jenkins also contacts Mr. Ty Vaughn: “I think we need to talk about a political level EPA strategy and then try to build a consensus plan w Michael on several fronts: glyphosate…we’re not in good shape and we need to make a plan[.]” at *6. Following text messaging with Mr. Jack Housenger (EPA), Mr. Jenkins comments: “Spoke to EPA: is going to conclude that IARC is wrong. So is EFSA….pushed them to make sure atsdr is aligned, said they would…they’re looking into getting a co ntact for me at cdc re bio monitoring” at *6 -7. MONGLY04175012 3/29/2013
UNK:UNK	Monsanto Email Discussing Potential Prop 65 warning issue due to level of ethylene oxide in R oundup formulation Potential Prop 65 warning issue due to level of ethylene oxide in Roundup formulation. 107 Bates Title Description MONGLY04287398 - MONGLY04287412 4/2013 – 8/2013
UNK:UNK	Daniel Jenkins Regulatory Notebook April – August 2013 Daniel Jenkins Regulatory Notebook MONGLY03829282 4/9/2013
UNK:UNK	Monsanto Email Discussing Level of 1,4-Dioxane Potentially Requiring California Prop 65 Warning MONGLY03829282 contains an email discussion re concerns that the level of 1, 4- Dioxane may trigger a warning requirement in CA due to Prop 65. MONGLY04152521 7/30/2013
UNK:UNK	Monsanto Email Re: discussion with EPA regarding Roundup registration issues Email re discussion with EPA regar ding Roundup registration issues. MONGLY01009950 10/10/2013
UNK:UNK	Monsanto EU Executive Richard Garnett Emails David Saltmiras, Hiroo Wakimori (Monsanto Japan) About TAC Study “In response to our request to share the full report of mouse carcinogenicity study conducted with TAC's material in order for us to include TAC's data in the publication on glyphosate and cancer risk, TAC declined based on the lack of consensus among TAC members since FSC review is still underway and the original mouse data suggested some carcinogenic potential which was denied in the process of FSC review.” 108 Bates Title Description MONGLY07674599 3/4/2014
UNK:UNK	Monsanto Label Amendment / Roundup Weed & Grass Killer Concentrate Plus EPA correspondence Re: Label Amendment / Roundup Weed & Grass Killer Concentrate Plus EPA Reg. No.: 71995- 29 MONGLY00986901 2/20/2015
UNK:UNK	Email from William Heydens to Dan Jenkins Discussing EPA Officials Going to IARC In this document, Will iam Heydens discusses EPA officials’ upcoming visit to IARC. Rowland is invited to participate in the IARC meeting as an observer. Heydens: “T he 2 EPPA folks going as observers are Catherine Eiden & Jess Rowland. Catherine is a Special Assistant in the Pes ticide Re- evaluation Division, and we all know Jess.” MONGLY02913526 2/23/2015
UNK:UNK	Document Details Monsanto’s Goals After IARC Report – ‘Orchestrate Outcry with IARC Decision…’ This document details a number of goals to be pursued by Monsanto prior to and following the anticipated IARC decision. Under “Post -IARC”, the following objective is identified: “Orchestrate Outcry with IARC Decision a March 10, 2015”. at *5. 109 Bates Title Description MONGLY02740203 MONGLY02740206- MONGLY02740208 2/26/2015
UNK:UNK	Daniel Goldstein email re third party response to IARC AND Attachment: General Suggestions on Approach if IARC Classifies Glyphosate as 2A or 2B Carcinogen MONGLY02740203 is an email from Daniel Goldstein re third party r esponse to IARC. MONGLY02740206- MONGLY02740208 is an attachment to Goldstein’s email (General Suggestions on Approach). MONGLY02115274 3/6/2015
UNK:UNK	Monsanto Email to Roland Solecki (BfR Germany) This document contains an email exchange between Monsanto personnel and BfR (Germany) Chief Roland So lecki. MONGLY00977035 MONGLY00977036 3/14/2015
UNK:UNK	Monsanto Consultant Dr. Tom Sorahan Discusses Role as Observer on IARC Monograph 112 (Glyphosate) The documents contain correspondence between Dr. Tom Sorahan (Monsanto consultant), Donna Farmer (Monsanto Toxicologist) concerning the IARC Vol 112 Working Group. Dr. Sorahan, who was an observer for the 112 Monograph, told Farmer and others cc’d on the email: “… I think questions the epi sub- panel asked me about my recent multiple myeloma paper (Sorahan, 2015) were instrumental in not having multiple myeloma included on the charge sheet.” 110 Bates Title Description MONGLY00977248 3/14/2015
UNK:UNK	Monsanto Email Re: EPA Openly Discussed IARC Findings at a CLA Meeting Monsanto discussion of IARC and EPA MONGLY06351422 3/19/2015 Docum ents Released: 3/1/2019 Monsanto Email FW: Antw: RE: Antw: Kurzes Beratungsgesprach moglich? Email discussing telephone meeting between BfR and Monsanto MONGLY03343371 3/23/2015
UNK:UNK	Monsanto Executive Daniel Jenkins Urging EPA to “Correct Mistakes” to Record on Glyphosate Monsanto Executive Daniel Jenkins Urging EPA to “Correct Mistakes” to Record on Glyphosate MONGLY01151595 3/23/2015
UNK:UNK	Monsanto Email Re: Glyphosate & cancer allegations This document is an email from Whitney Christian (Cardno ChemRisk) to David Saltmiras asking if Cardno can help Monsanto with the litigation issue. 111 Bates Title Description MONGLY06713074 3/24/2015
UNK:UNK	Monsanto communications with German official re: IARC Monograph 112 Monsanto communications with German official re: IARC Monograph 112. MONGLY03320237 3/24/2015
UNK:UNK	PowerPoint Presentation Showing Monsanto’s Efforts to Influence State of California on Glyphosate ‘No Significant Risk Level’ This document is a PowerPoint presented by Monsanto to the California Office of Environmental Health Hazard Assessment on October 7, 2015 regarding the imposition of a No Significant Risk Level (NSRL) for glyphosate as an exemption to the requirement under Proposition 65 that Roundup be labeled as known to the State of California to cause cancer following adoption by California of IARC’s classification. MONGLY03316369 3/24/2015
UNK:UNK	Internal Monsanto Document: Company Goals to ‘Invalidate Relevance of IARC’ and ‘Prevent Future Bad IARC Decisions…’ This document is titled: “IARC Follow Up Demonstrating Safety of Glyphosate” and details a number of goals including “invalidate relevance of IARC”; “prevent future bad IARC decisions on pesticides/GMOs”; an d “Make sure determination doesn’t get more widely adopted within WHO”. at *1. MONGLY03327609 3/25/2015 – 4/27/2015
UNK:UNK	Internal Monsanto Email Further Confirming Relationship with Former EPA Official Jess Rowland This document contains email correspondence between various Monsanto employees regarding the organization of a panel in collaboration with the International Consortium on Applied Bioeconomy Research (ICABR). Mr. Eric Sachs (Monsanto) proposes to “cal l Jess Rowland tomorrow” in order to enquire about Mr. Rowland’s availability as a panelist addressing “regulators more robust risk assessment process”. at *1. The panel was initiated in light of the “recent publicity about Round- up and cancer…” at *10. 112 Bates Title Description MONGLY01179968 3/30/2015 – 7/1/2015
UNK:UNK	Email Showing Monsanto’s Established Relationships with EPA Officials Involve d with CARC Report on Glyphosate This document contains email correspondence between Monsanto and former EPA Office of Pesticide Programs employee, Mary Manibusan (now exponent employee). Ms. Manibusan discusses her role as “co -chair with Jess Rowland” on the EPA CARC report; “lead toxicologist on a global pesticide review”; and service “on multiple internal review committees” in an attempt to “offer any assistance to support Monsanto product registrations and registration reviews” at *3. MONGLY0097910 0 4/2/2015
UNK:UNK	Monsanto Email Re: ChemRisk Proposed Scope of Work This document is an email correspondence between Cardno ChemRisk’s Mont y Liong and Monsanto’s Nair Rashmi, Daniel Goldstein, Bill Heydens, and others discussing Cardno ChemRisk’s proposal for work following IARC classification. MONGLY00979678 4/9/2015
UNK:UNK	William Heydens: IARC Animal Toxicology and Genotox (MOA) Groups “Killed Us” This document contains email correspondence between Monsanto employees Donna Farmer, William Heydens, Eric Sachs and others regarding NEED INPUT: WHO report on Glyphosate and Cancer - ICABR Session in June, wherein Heydens writes: “... the Epidemiology con clusion was the least of our problems at the IARC review,that it was really the animal toxicology and genetox (MOA) groups that went way, way overboard and killed us.” 113 Bates Title Description MONGLY00937355 MONGLY00937356 MONGLY00937359 MONGLY00937361 4/16/2015
UNK:UNK	Email from Data Group Management to Monsanto Employees Discussing Minutes of Joint Glyphosate Task Force Meetings AND Joint Glyphosate Task Force Steering Committee Teleconference Agenda - March 6, 2015 AND Joint Glyphosate Task Force Steering Committee Teleconference Agenda - March 20, 2015 AND Joint Glyphosate Task Force Steering Committee Teleconference Agenda - April 2015 MONGLY00937355 contains an email from Katie Miller of Data Group Management to various Monsanto employees containing the agendas and minutes of various Joint Glyphosate Task Force (JGTF) meetings. MONGLY00937356 is JGTF meeting minutes from March 6, 2015 MONGLY00937359 is JGTF meeting minutes from March 20, 2015 MONGLY00937361 is JGTF meeting minutes from April 15, 2015 114 Bates Title Description MONGLY03210343 4/21/2015
UNK:UNK	Monsanto Email: After IARC, Monsanto Cannot Convincingly Argue to Purchasers That Roundup is not a Carcinogen Internal discussion indicating that Monsanto cannot convincingly argue to purchasers that Roundup is not a carcinogen in light of IARC. Email subject “Ontario Airport/City of Los Angeles bid- Carcinogen disclaimer MONGLY00987755 - MONGLY00987758 4/28/2015
UNK:UNK	"Email Correspondence Where Jess Rowland Reportedly Said, ‘If I can kill this I should get a medal"". These documents contain email correspondence between Dan Jenkins (Monsanto exec), William Heydens (Monsanto exec) and other colleagues. Jenkins relays to colleagues that Jess Rowland (EPA) called him out of the blue and said he deserved a medal if he could “kill” another government agency’s proposed review of glyphosate. ‘ If I can kill this I should get a medal,” Rowland boasted to Jenkins, according to the email. MONGLY01994735 4/29/2015"
UNK:UNK	Monsanto Email: EPA asked Cheminova to “provide them w ith our rat chronic tox/onco study and mouse oncogenicity study (Atkinson, et al. 1993a,b)” This document contains email correspondence between Monsanto employees David Saltmiras, William Heydens, and Terri Spanogle, Toxicologist, Cheminova, regarding Glyp hosate - Cheminova's Chronic Rat and Mouse Oncogenicity Studies, wherein Spanogle writes: “... the EPA Chemical Review Manager for glyphosate asked Cheminova to provide them with our rat chronic tox/onco study and mouse oncogenicity study (Atkinson, et al. 1993a,b).” MONGLY02953363 6/5/2015
UNK:UNK	Internal Email: Monsanto Lobbying Efforts in U.S. to Pressure WHO to ‘Clarify’ IARC Classification of Glyphosate This document contains a forwarded email which outlines Monsanto’s regulatory strategy with respect to “addressing widespread confusion in the wake of the IARC classification…” at *1. “Recent Actions” include “significant outreach within the U.S. government to secure its engagement with the WHO in an effort to obtain that clarification. We have briefed key staff at EPA, USTR, USDA and the State Department as well as members of Congress.” at *2. 115 Bates Title Description MONGLY03064695 6/5/2015 – 6/24/2015
UNK:UNK	"Monsanto Executive Communicates with EPA Official Jack Housenger, Gets Inside Track on Status of Potential Glyphosate Evaluation This document contains email correspondence between various Monsanto personnel wherein Daniel Jenkins expresses concerns over the ATSDR glyphosate review and the information garnered f rom Mr. Housenger at the EPA’s Office of Pesticide Programs regarding delaying the ATSDR review: “ATSDR Director and Branch Chief have promised Jack Housenger (Director of the US Office of Pesticide Programs) to put their report ""on hold"" until after EPA r eleases its preliminary risk assessment (PRA) for glyphosate… She describes ATSDR as being VERY conservative and IARC like in this regard as well as the fact that they are hazard based. Makes me very nervous, but I asked Jack whether or not he was worried about ATSDR coming out with something different and he said he wasn’t and I think he was being genuine.” at *1, 2. MONGLY02060344 6/24/2015"
UNK:UNK	Email Showing Communications Between Monsanto and EPA in Furtherance of Avoiding Roundup and Glyphosate Testing This document contains email correspondence between Jack Housenger, Director of the Office of Pesticide Programs (EPA), Daniel Jenkins (Monsanto), and Dr. William Heydens (Monsanto). Mr. Housenger reports to Mr. Jenkins that he has spoken to individuals at the Agency for Toxic Substances and Disease Registry (ATSDR), one of whom, the branch chief, Henry Abadin, “ended up saying that they would put glyphosate on hold holding the OPP risk assessment.” at *2. Dr. Heyden s acknowledges with respect to the ATSDR decision to not review glyphosate: “hopefully that keeps them from doing anything too stupid.” at *1. MONGLY03342947 7/7/2015
UNK:UNK	"Monsanto Email: Discussion re aligning EPA position with Monsanto This is an email discussion between Melissa D uncan, Dan Jenkins, Ty Vaughn and others re Glyphosate Steering Committee, in which efforts to prevent ASTDR from conducting a carcinogenicity analysis of glyphosate/Roundup, suggesting they write to “HHS and EPA complaining that his is ""duplicative"" and a waste of taxpayer expense? We would like to try and pitch this to a reporter inside the beltway and thought a letter could be valuable to start that dialogue.” Summarizes Monsanto discussions with EPA and HHS officials to accomplish preventing ATSDR analy sis. 116 Bates Title Description MONGLY03853393 7/21/2015"
UNK:UNK	Email Exchanges Re: ATSDR Meeting Email exchange between Dan Jenkins, Steven Levine, Donna Farmer, William Heydens and other Monsanto employees discussing a meeting with the U.S. Agency for Toxic Substances & Disease Registry (ATSDR). In the email, Dan Jenkins says, “BTW EPA thinks our review is particularly important for AT SDR to be aware of…” then copy/pastes a correspondence with Jess Rowland (EPA), in which Rowland says “ATSDR should have this one” - a link to the Greim 2015 review MONGLY07674661 - MONGLY07674678 7/24/2015
UNK:UNK	Letter From EPA Re: Label Amendment, Accepted Label for RD 1686 Herbicide (Roundup Concentrate Max Control 365) Label Amendment - Reformatting, additional marketing claims, new mixing— instructions for concentrate refills into a ready -to-use container of EPA Reg. No.—71995- 51— MONGLY02451585 MONGLY02451588 7/24/2015
UNK:UNK	Monsanto Email Discussing Glyphosate Issue Snowballing in Northe rn California AND Internal Monsanto PowerPoint: The Studies Behind the IARC Cancer Listi ng for Glyphosate MONGLY02451585 is a 7- 24-2015 Steven Gould email about “no glyphosate” issue snowballing in NorCal, Marin County Water District banning roundup after IARC decision MONGLY02451588 is Pesticide Research Institute int PowerPoint: The Stud ies Behind the IARC Cancer Listing for Glyphosate, citing studies IARC relied upon, indicates: “We don't know the cancer potency of glyphosate, but both animal and human studies indicate that tumors occur in individuals exposed to the highest doses, sugges ting a relatively low potency. Implications: People exposed to high levels of glyphosate have more reason to be concerned than those exposed to low levels or only occasionally.• Caveat: Children typically more susceptible to carcinogens. Potency is assumed to be higher for them.” 117 Bates Title Description MONGLY00994305 - MONGLY00994321 8/28/2015
UNK:UNK	Review of IARC’s Opinion on Glyphosate (Animal Carcinogenicity Working Group) Internal Prese ntation: “Review of IARC’s Opinion on Glyphosate (Animal Carcinogenicity Working Group) August 18, 2015. MONGLY03351983 - MONGLY03351985 9/3/2015
UNK:UNK	Email from Monsanto Exec Dan Jenkins Acknowledging Jess Rowland’s Retirement from EPA, Says Rowland ‘Could be Useful’ on G lyphosate Defense These documents contain an email from Dan Jenkins in which he expresses prior knowledge of Jess Rowland’s retirement from EPA in 5 -6 months/ Jenkins: “ Jess will be retiring from EPA in [around] 5--6 mos and could be useful as we move for ward with ongoing glyphosate defense.” MONGLY03402751 9/22/2015
UNK:UNK	Monsanto Email Re: JMPR Action Plan Agenda for JGTF meeting. 118 Bates Title Description MONGLY04287322 10/2015
UNK:UNK	Notes of Daniel Jenkins Re: various regulatory issues Notes of Daniel Jenkins re various regulatory issues. MONGLY03315608 10/5/2015
UNK:UNK	Internal Monsanto Emails: Company Officials Admit to Anticipating Personal Injury Lawsuits Over Glyphosate Exposure This document contains email correspondence between various Monsanto personnel wherein it is stated: “As discussed on the weekly glyphosate call, the first two post -IARC glyphosate personal injury lawsuits in the U.S. were filed in late September. One case was filed in New York and another in California. We had anticipated such litigation for some time.” at *2. MONGLY07831512 10/13/2015
UNK:UNK	Email Re: ACTION – senate hearing TPs for senate ag committee staff re: glyphosate and super weeds This document is an email exchange between various Biotechnology Industry Organization (BIO) personnel and Monsanto discussing talking points for the Senate Ag committee. Tamar Haspel’s piece on Roundup is to be included as a handout…”She does a great job of putting the IARC issue into context.” MONGLY03878138 10/23/2015- 10/26/2015
UNK:UNK	More Communication Between Monsanto and Key EPA Official Jack House nger Regarding Potential Government Review of Glyphosate This document contains email correspondence between Daniel Jenkins (Monsanto) and Jack Housenger (EPA OPP) regarding “atsdr”. Mr. Housenger informs Mr. Jenkins: “We met with cdc about a month ago. W e talked about that. They are waiting for our glyphosate RA. And they agreed to share what they do.” at *2. Mr. Jenkins forwards the communication to Mr. David Heering (Monsanto), who responds: “Thanks for the update. Let us know if there is anything we can do to help.” at *1. 119 Bates Title Description EPAHQ0000204 12/8/2015
UNK:UNK	Email Re: Glyphosate follow up This document contains email exchanges between various ORD -EPA people assigned to work on the ORD assessment for Admin McCarthy regarding the differences in EPA -OPP's classification of glyphosate and IARC's classification of glyphosate. The emails provide a clear explanation of where the ORD scientists were coming down re: glyphosate and show the political back -and-forth between agency officials. MONGLY01665908 MONGLY01665909 No Date Listed, Likely Late 2015 or 2016
UNK:UNK	Internal Monsanto “Goals” for Glyphosate In these documents, Monsanto internal memoranda outlines goals for glyphosate: “ Persuade EPA to follow Europ e and Canada in defending the science behind a determination that glyphosate is not carcinogenic and initiate the glyphosate preliminary risk assessment public comment without an SAP. At a minimum, persuade EPA not to announce or otherwise make final decisions regarding an SAP until after JMPR in May 2016.” MONGLY01251889 - MONGLY01251899 1/22/2016
UNK:UNK	Monsanto Internal Government Affairs Update Jan. 2016 Internal Government Affairs Update 120 Bates Title Description MONGLY03379079 2/2/2016
UNK:UNK	Monsanto Executive Confirms in Email to CropLife America That Company Pressured EPA Not to Convene Scientific Advisory Panel on Glyphosate This document contains email correspondence between Monsanto regulatory affairs employee Mr. Daniel Jenkins and members of CropLife America wherein Mr. Jenkins informs Ms. Janet Collins (CropLife) that Monsanto has been urging the EPA to not convene the Scientific Advisory Panel to review the EPA’s 2016 glyphosate issue paper: “Find it troubling that he’s saying it publicly, as we are urging them not to. It’s a very bad move to be so equivocal, especially when EFSA is so definitive and hopefully JMPR will be soon too.” at *2. MONGLY03859549 2/12/2016
UNK:UNK	Email Showing Monsanto Executive Used Relationships at EPA to Delay Scientific Advisory Panel Review on Glyphosate This document contains email correspondence between various Monsanto personnel wherein Jeremy Stump discloses details of a meeting he and Mr. Jenkins had with EPA officials “Jim Jones and Jack Housenger earlier this afternoon.” at *1. With respect to glyphosate, “They wouldn't give a clear answer on when they might announce SAB/P…We argued that they should wait on making any announcements given upcoming JMPR and possibly other gov’t determinations.” at *2. Mr. H eering responds: “Did they comment on the suggestion to wait on announcing the SAP/B until after JMPR and other country announcements?” at *1. MONGLY01665907 2/24/2016
UNK:UNK	Memo re EPA influence for defending glyphosate Memo re EPA influence for defending glyphosate MONGLY02970344 - MONGLY02970345 2/25/ 2016
UNK:UNK	Monsanto Email: Discussion on Aligning EPA with Monsanto on Glyphosate Discussion re influencing the EPA wit h meeting 121 Bates Title Description MONGLY03324623 2/25/2016
UNK:UNK	Monsanto Email: Heydens suggestions re influence EPA meeting Heydens suggestions re influence EPA meeting MONGLY02056568 3/10/2016 – 4/22/2016
UNK:UNK	Email Details Monsanto’s Financial Support of Glyphosate Research Without Disclosing Company’s Interest This document contains email correspondence between various Monsanto personnel wherein Dr. Goldstein entertains the prospect of a “glyphosate symposium”, which is “acceptable but direct Monsanto support would likely be a bad idea.” a t *1. The full proposal from Allister Vale begins on the second page and it is explicitly stated that “[f]unding via the Glyphosate Consortium would be a way of taking this kind of meeting forward. Given the hands off arrangement you mention I am confident it would be possible to put together a team of clinical / medical toxicologists to be primarily responsible for the organization. However, to make this work, neither I nor they could be in receipt of direct funding from Monsanto or the Glyphosate Consorti um.” at *2. MONGLY02317099 MONGLY02317112 3/11/2016
UNK:UNK	Monsanto Email Re: Glyphosate topics for MEDTOX AND Attachment MEDTOX Meeting This document contains email correspondence between various Monsanto personnel re: agenda for MEDTOX meeting. 122 Bates Title Description MONGLY03401522 3/29/2016 – 4/6/2016
UNK:UNK	Internal Email Shows Monsanto’s Reaction to French Ban of Roundup Surfactant – Consequences of Ban Could ‘Have Global and Trade Impact’ This document contains email corres pondence between various Monsanto personnel wherein David Carpintero discusses the French ban of Roundup tallowamine surfactant: “We are expecting the letter of intention from French regulator ANSES very soon, and it might point to ‘imminent health risk’ r egarding the use of tallowamine. We do not agree with the withdrawal but we will abide. We simple would need the argumentation for the ban/withdrawal to not be based on ‘human health’ but other on considerations like precautionary principle. The consequenc es of this ban if referring to human health risks have the potential to go beyond France and would potentially have global and trade impact. It is therefore of essence that any intention to ban does not refer to imminent human health risk.” at *2. MONGLY02054538 – MONGLY02054540 3/31/2016
UNK:UNK	Emails between EPA officials and Monsanto Executive Dan Jenkins These documents contain correspondence between EPA official Khue Nguyen (Chemical Review Manager) and Monsanto executive Dan Jenkins. Nguyen outlines questions for an upcoming meeting as part of registration review for glyphosate. MONGLY02358772 4/1/2016 – 4/4/2016
